%  GPST Time  latitude(deg) longitude(deg)  height(m)   Q  ns   sdn(m)   sde(m)   sdu(m)  sdne(m)  sdeu(m)  sdun(m) age(s)  ratio
2281 394015   16.262155899  -61.527461769   -78.8064   6   6   2.7002   2.6012   4.9422  -1.9741  -1.4725   1.8739   0.00    0.0
2281 394016   16.262158321  -61.527464847   -78.3448   6   6   2.6291   2.5289   4.8717  -1.9149  -1.4076   1.8525   0.00    0.0
2281 394017   16.262161164  -61.527468123   -77.8380   6   6   2.5599   2.4616   4.8024  -1.8576  -1.3457   1.8294   0.00    0.0
2281 394018   16.262163885  -61.527471215   -77.2997   6   6   2.4925   2.3986   4.7338  -1.8022  -1.2862   1.8048   0.00    0.0
2281 394019   16.262166976  -61.527474449   -76.8118   6   6   2.4295   2.3400   4.6677  -1.7502  -1.2315   1.7828   0.00    0.0
2281 394020   16.262170360  -61.527477479   -76.5657   6   6   2.3700   2.2849   4.6181  -1.7005  -1.1742   1.7497   0.00    0.0
2281 394021   16.262173883  -61.527480538   -76.2932   6   6   2.3120   2.2327   4.5691  -1.6522  -1.1179   1.7161   0.00    0.0
2281 394022   16.262177457  -61.527483523   -76.0104   6   6   2.2553   2.1833   4.5206  -1.6053  -1.0625   1.6822   0.00    0.0
2281 394023   16.262180883  -61.527486277   -75.7103   6   6   2.2001   2.1363   4.4726  -1.5597  -1.0077   1.6480   0.00    0.0
2281 394024   16.262181007  -61.527492098   -75.8802   6   8   2.1252   2.0515   4.4224  -1.4804  -0.9790   1.6189   0.00    0.0
2281 394025   16.262181572  -61.527497197   -75.9624   6   8   2.0572   1.9782   4.3726  -1.4107  -0.9498   1.5894   0.00    0.0
2281 394026   16.262182531  -61.527501882   -75.9855   6   8   1.9940   1.9127   4.3230  -1.3477  -0.9211   1.5598   0.00    0.0
2281 394027   16.262183709  -61.527506256   -75.9749   6   8   1.9349   1.8535   4.2737  -1.2902  -0.8928   1.5301   0.00    0.0
2281 394028   16.262184969  -61.527510254   -75.9039   6   8   1.8794   1.7997   4.2247  -1.2374  -0.8649   1.5004   0.00    0.0
2281 394029   16.262186570  -61.527514177   -75.7672   6   7   1.8278   1.7509   4.1766  -1.1874  -0.8391   1.4692   0.00    0.0
2281 394030   16.262188311  -61.527517892   -75.5924   6   7   1.7789   1.7060   4.1287  -1.1409  -0.8136   1.4382   0.00    0.0
2281 394031   16.262190081  -61.527521388   -75.3479   6   7   1.7323   1.6645   4.0811  -1.0973  -0.7883   1.4072   0.00    0.0
2281 394032   16.262192032  -61.527524800   -75.0491   6   7   1.6879   1.6259   4.0338  -1.0564  -0.7633   1.3765   0.00    0.0
2281 394033   16.262194056  -61.527528090   -74.7215   6   7   1.6453   1.5899   3.9867  -1.0178  -0.7384   1.3460   0.00    0.0
2281 394034   16.262199186  -61.527530586   -73.0894   6  10   1.6127   1.5528   3.9087  -0.9869  -0.6741   1.2911   0.00    0.0
2281 394035   16.262203529  -61.527532279   -71.7349   6   9   1.5841   1.5251   3.8406  -0.9637  -0.6275   1.2456   0.00    0.0
2281 394036   16.262206199  -61.527535400   -70.7064   6  10   1.5554   1.4979   3.7743  -0.9428  -0.5843   1.1996   0.00    0.0
2281 394037   16.262208783  -61.527538431   -69.7019   6   9   1.5281   1.4725   3.7112  -0.9217  -0.5429   1.1536   0.00    0.0
2281 394038   16.262211251  -61.527541293   -68.7384   6   8   1.5027   1.4483   3.6507  -0.9013  -0.5016   1.1077   0.00    0.0
2281 394039   16.262213616  -61.527543876   -67.7470   6   8   1.4783   1.4252   3.5975  -0.8815  -0.4605   1.0658   0.00    0.0
2281 394040   16.262215899  -61.527546347   -66.7958   6   8   1.4544   1.4032   3.5459  -0.8625  -0.4182   1.0246   0.00    0.0
2281 394041   16.262218116  -61.527548703   -65.8859   6   8   1.4311   1.3821   3.4958  -0.8441  -0.3740   0.9841   0.00    0.0
2281 394042   16.262220201  -61.527550917   -65.0229   6   8   1.4083   1.3618   3.4470  -0.8262  -0.3271   0.9442   0.00    0.0
2281 394043   16.262222322  -61.527552995   -64.1298   6   7   1.3860   1.3425   3.4005  -0.8088  -0.2739   0.9053   0.00    0.0
2281 394044   16.262223903  -61.527555103   -63.5193   6   7   1.3617   1.3218   3.3627  -0.7868  -0.2136   0.8774   0.00    0.0
2281 394045   16.262225517  -61.527557072   -62.9105   6   7   1.3384   1.3023   3.3254  -0.7659  -0.1338   0.8497   0.00    0.0
2281 394046   16.262227215  -61.527558971   -62.2915   6   7   1.3157   1.2836   3.2885  -0.7460   0.0905   0.8222   0.00    0.0
2281 394047   16.262228877  -61.527560720   -61.6856   6   7   1.2937   1.2658   3.2520  -0.7270   0.1810   0.7949   0.00    0.0
2281 394048   16.262230529  -61.527562364   -61.0660   6   7   1.2735   1.2490   3.2164  -0.7096   0.2395   0.7655   0.00    0.0
2281 394049   16.262232243  -61.527563957   -60.4502   6   7   1.2539   1.2329   3.1816  -0.6930   0.2840   0.7361   0.00    0.0
2281 394050   16.262233973  -61.527565489   -59.8211   6   7   1.2348   1.2174   3.1473  -0.6770   0.3205   0.7067   0.00    0.0
2281 394051   16.262235648  -61.527566932   -59.2123   6   7   1.2162   1.2026   3.1135  -0.6617   0.3516   0.6773   0.00    0.0
2281 394052   16.262237357  -61.527568358   -58.5987   6   7   1.1981   1.1883   3.0801  -0.6470   0.3787   0.6476   0.00    0.0
2281 394053   16.262239175  -61.527570000   -57.9227   6   8   1.1784   1.1726   3.0416  -0.6292   0.4174   0.6075   0.00    0.0
2281 394054   16.262240903  -61.527571539   -57.2746   6   8   1.1596   1.1578   3.0047  -0.6126   0.4488   0.5683   0.00    0.0
2281 394055   16.262242543  -61.527572976   -56.6479   6   8   1.1414   1.1437   2.9689  -0.5968   0.4758   0.5291   0.00    0.0
2281 394056   16.262244129  -61.527574367   -56.0389   6   8   1.1238   1.1301   2.9339  -0.5818   0.4992   0.4896   0.00    0.0
2281 394057   16.262245663  -61.527575652   -55.4636   6   8   1.1067   1.1170   2.8998  -0.5674   0.5197   0.4495   0.00    0.0
2281 394058   16.262247075  -61.527576802   -54.9163   6   8   1.0902   1.1045   2.8666  -0.5537   0.5379   0.4084   0.00    0.0
2281 394059   16.262248427  -61.527577872   -54.3818   6   8   1.0742   1.0924   2.8342  -0.5407   0.5539   0.3657   0.00    0.0
2281 394060   16.262249754  -61.527578886   -53.8547   6   8   1.0586   1.0808   2.8025  -0.5282   0.5683   0.3205   0.00    0.0
2281 394061   16.262251125  -61.527579887   -53.3342   6   8   1.0435   1.0695   2.7715  -0.5163   0.5811   0.2714   0.00    0.0
2281 394062   16.262252417  -61.527580814   -52.8084   6   8   1.0288   1.0587   2.7411  -0.5049   0.5926   0.2155   0.00    0.0
2281 394063   16.262253690  -61.527581685   -52.2956   6   8   1.0145   1.0482   2.7114  -0.4940   0.6029   0.1445   0.00    0.0
2281 394064   16.262254994  -61.527582491   -51.7687   6   8   1.0006   1.0380   2.6824  -0.4835   0.6122  -0.0555   0.00    0.0
2281 394065   16.262256274  -61.527583212   -51.2544   6   8   0.9870   1.0281   2.6539  -0.4735   0.6205  -0.1598   0.00    0.0
2281 394066   16.262257555  -61.527583898   -50.7421   6   8   0.9738   1.0186   2.6259  -0.4639   0.6280  -0.2158   0.00    0.0
2281 394067   16.262258778  -61.527584494   -50.2424   6   8   0.9610   1.0093   2.5985  -0.4548   0.6347  -0.2575   0.00    0.0
2281 394068   16.262259982  -61.527585022   -49.7618   6   8   0.9484   1.0003   2.5716  -0.4460   0.6408  -0.2912   0.00    0.0
2281 394069   16.262261149  -61.527585369   -49.3468   6   7   0.9362   0.9918   2.5471  -0.4374   0.6445  -0.3200   0.00    0.0
2281 394070   16.262262290  -61.527585669   -48.9513   6   7   0.9242   0.9835   2.5229  -0.4292   0.6478  -0.3449   0.00    0.0
2281 394071   16.262263314  -61.527585996   -48.5120   6   8   0.9125   0.9752   2.4973  -0.4214   0.6524  -0.3662   0.00    0.0
2281 394072   16.262264299  -61.527586284   -48.0910   6   8   0.9011   0.9671   2.4721  -0.4140   0.6564  -0.3851   0.00    0.0
2281 394073   16.262265238  -61.527586547   -47.6824   6   8   0.8899   0.9591   2.4474  -0.4068   0.6600  -0.4019   0.00    0.0
2281 394074   16.262266104  -61.527586784   -47.3190   6   7   0.8790   0.9516   2.4246  -0.3998   0.6618  -0.4174   0.00    0.0
2281 394075   16.262266975  -61.527586988   -46.9611   6   7   0.8684   0.9443   2.4021  -0.3930   0.6634  -0.4314   0.00    0.0
2281 394076   16.262267857  -61.527587171   -46.5946   6   7   0.8580   0.9371   2.3799  -0.3865   0.6648  -0.4441   0.00    0.0
2281 394077   16.262268694  -61.527587308   -46.2431   6   7   0.8477   0.9300   2.3580  -0.3802   0.6659  -0.4556   0.00    0.0
2281 394078   16.262269565  -61.527587425   -45.8947   6   7   0.8377   0.9232   2.3363  -0.3742   0.6668  -0.4660   0.00    0.0
2281 394079   16.262270474  -61.527587578   -45.5708   6   7   0.8282   0.9166   2.3155  -0.3690   0.6682  -0.4767   0.00    0.0
2281 394080   16.262271375  -61.527587719   -45.2541   6   7   0.8189   0.9102   2.2949  -0.3640   0.6695  -0.4864   0.00    0.0
2281 394081   16.262272288  -61.527587844   -44.9370   6   7   0.8098   0.9039   2.2745  -0.3591   0.6706  -0.4953   0.00    0.0
2281 394082   16.262273218  -61.527587955   -44.6233   6   7   0.8009   0.8978   2.2545  -0.3545   0.6715  -0.5034   0.00    0.0
2281 394083   16.262274131  -61.527588047   -44.3124   6   7   0.7921   0.8917   2.2347  -0.3501   0.6723  -0.5108   0.00    0.0
2281 394084   16.262275039  -61.527588100   -44.0092   6   7   0.7835   0.8858   2.2151  -0.3459   0.6729  -0.5176   0.00    0.0
2281 394085   16.262275918  -61.527588105   -43.7169   6   7   0.7751   0.8800   2.1958  -0.3418   0.6733  -0.5239   0.00    0.0
2281 394086   16.262276798  -61.527588076   -43.4238   6   7   0.7668   0.8742   2.1768  -0.3379   0.6737  -0.5296   0.00    0.0
2281 394087   16.262277640  -61.527588003   -43.1502   6   7   0.7587   0.8686   2.1579  -0.3341   0.6739  -0.5347   0.00    0.0
2281 394088   16.262278472  -61.527587881   -42.8860   6   7   0.7507   0.8631   2.1393  -0.3305   0.6740  -0.5395   0.00    0.0
2281 394089   16.262279257  -61.527587724   -42.6330   6   7   0.7429   0.8577   2.1210  -0.3271   0.6740  -0.5437   0.00    0.0
2281 394090   16.262279890  -61.527587708   -42.3304   6   7   0.7353   0.8523   2.1029  -0.3238   0.6738  -0.5476   0.00    0.0
2281 394091   16.262280534  -61.527587675   -42.0395   6   7   0.7277   0.8470   2.0850  -0.3206   0.6736  -0.5511   0.00    0.0
2281 394092   16.262281172  -61.527587633   -41.7627   6   7   0.7203   0.8419   2.0673  -0.3175   0.6733  -0.5543   0.00    0.0
2281 394093   16.262281813  -61.527587570   -41.5030   6   7   0.7131   0.8367   2.0498  -0.3146   0.6729  -0.5571   0.00    0.0
2281 394094   16.262282415  -61.527587465   -41.2569   6   7   0.7059   0.8317   2.0326  -0.3118   0.6724  -0.5596   0.00    0.0
2281 394095   16.262283077  -61.527587286   -40.9912   6   8   0.6987   0.8267   2.0146  -0.3094   0.6713  -0.5627   0.00    0.0
2281 394096   16.262283659  -61.527587132   -40.7645   6   7   0.6918   0.8218   1.9979  -0.3068   0.6707  -0.5646   0.00    0.0
2281 394097   16.262284230  -61.527586974   -40.5474   6   7   0.6850   0.8170   1.9813  -0.3043   0.6700  -0.5663   0.00    0.0
2281 394098   16.262284788  -61.527586822   -40.3438   6   7   0.6784   0.8122   1.9649  -0.3019   0.6692  -0.5677   0.00    0.0
2281 394099   16.262285334  -61.527586638   -40.1513   6   7   0.6718   0.8075   1.9487  -0.2996   0.6684  -0.5688   0.00    0.0
2281 394100   16.262285858  -61.527586402   -39.9588   6   7   0.6653   0.8029   1.9327  -0.2973   0.6675  -0.5698   0.00    0.0
2281 394101   16.262286376  -61.527586142   -39.7739   6   7   0.6590   0.7983   1.9169  -0.2952   0.6665  -0.5706   0.00    0.0
2281 394102   16.262286882  -61.527585880   -39.5922   6   7   0.6528   0.7938   1.9013  -0.2931   0.6655  -0.5711   0.00    0.0
2281 394103   16.262287363  -61.527585618   -39.4196   6   7   0.6466   0.7894   1.8859  -0.2911   0.6644  -0.5715   0.00    0.0
2281 394104   16.262287855  -61.527585383   -39.2156   6   7   0.6405   0.7850   1.8706  -0.2892   0.6633  -0.5718   0.00    0.0
2281 394105   16.262288302  -61.527585128   -39.0233   6   7   0.6346   0.7806   1.8556  -0.2873   0.6621  -0.5718   0.00    0.0
2281 394106   16.262288743  -61.527584862   -38.8389   6   7   0.6287   0.7763   1.8407  -0.2855   0.6609  -0.5717   0.00    0.0
2281 394107   16.262289180  -61.527584605   -38.6621   6   7   0.6229   0.7721   1.8260  -0.2838   0.6597  -0.5715   0.00    0.0
2281 394108   16.262289648  -61.527584348   -38.4856   6   7   0.6172   0.7679   1.8115  -0.2822   0.6584  -0.5712   0.00    0.0
2281 394109   16.262290085  -61.527584150   -38.3035   6   7   0.6116   0.7637   1.7972  -0.2805   0.6571  -0.5707   0.00    0.0
2281 394110   16.262290555  -61.527583962   -38.1262   6   7   0.6061   0.7596   1.7830  -0.2790   0.6557  -0.5701   0.00    0.0
2281 394111   16.262291009  -61.527583754   -37.9657   6   7   0.6006   0.7556   1.7690  -0.2775   0.6543  -0.5694   0.00    0.0
2281 394112   16.262291456  -61.527583557   -37.8069   6   7   0.5953   0.7516   1.7552  -0.2760   0.6529  -0.5686   0.00    0.0
2281 394113   16.262291910  -61.527583332   -37.6548   6   7   0.5900   0.7476   1.7415  -0.2746   0.6514  -0.5676   0.00    0.0
2281 394114   16.262292310  -61.527583094   -37.4911   6   7   0.5847   0.7437   1.7280  -0.2732   0.6499  -0.5666   0.00    0.0
2281 394115   16.262292698  -61.527582844   -37.3322   6   7   0.5796   0.7398   1.7147  -0.2719   0.6484  -0.5655   0.00    0.0
2281 394116   16.262293062  -61.527582587   -37.1792   6   7   0.5745   0.7359   1.7015  -0.2706   0.6468  -0.5644   0.00    0.0
2281 394117   16.262293440  -61.527582350   -37.0331   6   7   0.5695   0.7321   1.6885  -0.2693   0.6452  -0.5631   0.00    0.0
2281 394118   16.262293815  -61.527582108   -36.8998   6   7   0.5646   0.7283   1.6756  -0.2681   0.6436  -0.5618   0.00    0.0
2281 394119   16.262294157  -61.527581892   -36.7529   6   7   0.5597   0.7246   1.6629  -0.2669   0.6420  -0.5603   0.00    0.0
2281 394120   16.262294480  -61.527581660   -36.6155   6   7   0.5549   0.7209   1.6503  -0.2658   0.6404  -0.5589   0.00    0.0
2281 394121   16.262294819  -61.527581439   -36.4781   6   7   0.5502   0.7172   1.6379  -0.2646   0.6387  -0.5573   0.00    0.0
2281 394122   16.262295148  -61.527581209   -36.3473   6   7   0.5455   0.7135   1.6257  -0.2635   0.6370  -0.5558   0.00    0.0
2281 394123   16.262295480  -61.527580982   -36.2057   6   7   0.5409   0.7099   1.6135  -0.2625   0.6353  -0.5541   0.00    0.0
2281 394124   16.262295796  -61.527580769   -36.0587   6   7   0.5363   0.7064   1.6016  -0.2614   0.6336  -0.5524   0.00    0.0
2281 394125   16.262296172  -61.527580715   -35.9408   6   6   0.5320   0.7037   1.5906  -0.2613   0.6334  -0.5513   0.00    0.0
2281 394126   16.262296533  -61.527580654   -35.8269   6   6   0.5277   0.7011   1.5798  -0.2612   0.6330  -0.5502   0.00    0.0
2281 394127   16.262296883  -61.527580603   -35.7079   6   6   0.5235   0.6984   1.5691  -0.2610   0.6327  -0.5490   0.00    0.0
2281 394128   16.262297206  -61.527580540   -35.5944   6   6   0.5194   0.6958   1.5585  -0.2609   0.6322  -0.5477   0.00    0.0
2281 394129   16.262297525  -61.527580477   -35.4766   6   6   0.5152   0.6932   1.5481  -0.2608   0.6318  -0.5464   0.00    0.0
2281 394130   16.262297868  -61.527580405   -35.3816   6   6   0.5122   0.6906   1.5425  -0.2604   0.6309  -0.5485   0.00    0.0
2281 394131   16.262298181  -61.527580325   -35.2900   6   6   0.5092   0.6880   1.5369  -0.2601   0.6301  -0.5506   0.00    0.0
2281 394132   16.262298489  -61.527580242   -35.2038   6   6   0.5063   0.6854   1.5315  -0.2597   0.6292  -0.5526   0.00    0.0
2281 394133   16.262298777  -61.527580157   -35.1222   6   6   0.5034   0.6828   1.5260  -0.2594   0.6284  -0.5544   0.00    0.0
2281 394134   16.262299051  -61.527579998   -35.0522   6   6   0.5005   0.6802   1.5206  -0.2591   0.6275  -0.5562   0.00    0.0
2281 394135   16.262299315  -61.527579837   -34.9809   6   6   0.4977   0.6777   1.5153  -0.2588   0.6266  -0.5579   0.00    0.0
2281 394136   16.262299568  -61.527579679   -34.9167   6   6   0.4950   0.6751   1.5100  -0.2585   0.6256  -0.5594   0.00    0.0
2281 394137   16.262299819  -61.527579522   -34.8541   6   6   0.4923   0.6726   1.5048  -0.2582   0.6247  -0.5609   0.00    0.0
2281 394138   16.262300067  -61.527579365   -34.7938   6   6   0.4896   0.6700   1.4996  -0.2579   0.6238  -0.5623   0.00    0.0
2281 394139   16.262300309  -61.527579179   -34.7359   6   6   0.4870   0.6675   1.4945  -0.2576   0.6228  -0.5636   0.00    0.0
2281 394140   16.262300556  -61.527578967   -34.6626   6   6   0.4844   0.6650   1.4894  -0.2573   0.6218  -0.5648   0.00    0.0
2281 394141   16.262300794  -61.527578770   -34.5934   6   6   0.4818   0.6625   1.4843  -0.2570   0.6208  -0.5659   0.00    0.0
2281 394142   16.262301020  -61.527578595   -34.5306   6   6   0.4793   0.6599   1.4793  -0.2568   0.6198  -0.5670   0.00    0.0
2281 394143   16.262301242  -61.527578407   -34.4671   6   6   0.4768   0.6574   1.4743  -0.2565   0.6188  -0.5680   0.00    0.0
2281 394144   16.262301487  -61.527578198   -34.3975   6   7   0.4744   0.6549   1.4692  -0.2563   0.6176  -0.5690   0.00    0.0
2281 394145   16.262301723  -61.527577969   -34.3312   6   7   0.4720   0.6524   1.4642  -0.2561   0.6164  -0.5699   0.00    0.0
2281 394146   16.262301940  -61.527577749   -34.2725   6   7   0.4696   0.6499   1.4592  -0.2559   0.6153  -0.5708   0.00    0.0
2281 394147   16.262302140  -61.527577524   -34.2175   6   6   0.4672   0.6474   1.4544  -0.2556   0.6142  -0.5715   0.00    0.0
2281 394148   16.262302343  -61.527577262   -34.1576   6   7   0.4649   0.6449   1.4495  -0.2554   0.6130  -0.5722   0.00    0.0
2281 394149   16.262302543  -61.527577004   -34.1034   6   6   0.4626   0.6424   1.4448  -0.2551   0.6120  -0.5728   0.00    0.0
2281 394150   16.262302739  -61.527576754   -34.0443   6   7   0.4604   0.6399   1.4400  -0.2549   0.6107  -0.5734   0.00    0.0
2281 394151   16.262302919  -61.527576505   -33.9866   6   6   0.4581   0.6375   1.4353  -0.2546   0.6097  -0.5738   0.00    0.0
2281 394152   16.262303090  -61.527576282   -33.9294   6   6   0.4560   0.6351   1.4307  -0.2543   0.6086  -0.5743   0.00    0.0
2281 394153   16.262303252  -61.527576049   -33.8728   6   6   0.4538   0.6326   1.4262  -0.2541   0.6074  -0.5746   0.00    0.0
2281 394154   16.262303421  -61.527575837   -33.8193   6   6   0.4517   0.6302   1.4216  -0.2538   0.6063  -0.5749   0.00    0.0
2281 394155   16.262303574  -61.527575621   -33.7665   6   6   0.4496   0.6278   1.4171  -0.2535   0.6052  -0.5752   0.00    0.0
2281 394156   16.262303732  -61.527575413   -33.7148   6   6   0.4475   0.6254   1.4127  -0.2532   0.6041  -0.5754   0.00    0.0
2281 394157   16.262303866  -61.527575217   -33.6692   6   6   0.4454   0.6230   1.4082  -0.2530   0.6029  -0.5756   0.00    0.0
2281 394158   16.262303996  -61.527575007   -33.6249   6   6   0.4434   0.6206   1.4038  -0.2527   0.6018  -0.5758   0.00    0.0
2281 394159   16.262304147  -61.527574784   -33.5767   6   6   0.4414   0.6183   1.3994  -0.2524   0.6006  -0.5759   0.00    0.0
2281 394160   16.262304290  -61.527574552   -33.5289   6   6   0.4394   0.6159   1.3951  -0.2521   0.5995  -0.5759   0.00    0.0
2281 394161   16.262304412  -61.527574303   -33.4864   6   6   0.4375   0.6135   1.3908  -0.2518   0.5983  -0.5760   0.00    0.0
2281 394162   16.262304549  -61.527574048   -33.4462   6   6   0.4355   0.6112   1.3865  -0.2516   0.5971  -0.5759   0.00    0.0
2281 394163   16.262304687  -61.527573759   -33.4030   6   7   0.4336   0.6088   1.3821  -0.2513   0.5958  -0.5759   0.00    0.0
2281 394164   16.262304811  -61.527573467   -33.3629   6   6   0.4317   0.6064   1.3779  -0.2510   0.5947  -0.5759   0.00    0.0
2281 394165   16.262304957  -61.527573172   -33.3138   6   6   0.4298   0.6041   1.3737  -0.2507   0.5935  -0.5757   0.00    0.0
2281 394166   16.262305101  -61.527572863   -33.2661   6   6   0.4280   0.6018   1.3696  -0.2504   0.5923  -0.5756   0.00    0.0
2281 394167   16.262305253  -61.527572546   -33.2180   6   6   0.4261   0.5994   1.3654  -0.2501   0.5911  -0.5754   0.00    0.0
2281 394168   16.262305412  -61.527572225   -33.1675   6   7   0.4243   0.5971   1.3612  -0.2499   0.5898  -0.5752   0.00    0.0
2281 394169   16.262305578  -61.527571987   -33.1129   6   7   0.4225   0.5948   1.3570  -0.2496   0.5885  -0.5750   0.00    0.0
2281 394170   16.262305745  -61.527571743   -33.0582   6   7   0.4207   0.5924   1.3529  -0.2493   0.5872  -0.5747   0.00    0.0
2281 394171   16.262305911  -61.527571470   -33.0050   6   7   0.4190   0.5901   1.3488  -0.2490   0.5859  -0.5744   0.00    0.0
2281 394172   16.262306055  -61.527571242   -32.9552   6   6   0.4172   0.5878   1.3448  -0.2487   0.5847  -0.5741   0.00    0.0
2281 394173   16.262306195  -61.527570983   -32.9056   6   6   0.4155   0.5856   1.3408  -0.2484   0.5835  -0.5737   0.00    0.0
2281 394174   16.262306315  -61.527570739   -32.8623   6   6   0.4138   0.5833   1.3368  -0.2481   0.5823  -0.5733   0.00    0.0
2281 394175   16.262306423  -61.527570515   -32.8240   6   6   0.4121   0.5810   1.3329  -0.2477   0.5811  -0.5729   0.00    0.0
2281 394176   16.262306518  -61.527570288   -32.7880   6   6   0.4104   0.5788   1.3290  -0.2474   0.5798  -0.5725   0.00    0.0
2281 394177   16.262306611  -61.527570067   -32.7555   6   6   0.4088   0.5766   1.3251  -0.2471   0.5786  -0.5720   0.00    0.0
2281 394178   16.262306701  -61.527569841   -32.7228   6   6   0.4071   0.5743   1.3212  -0.2468   0.5774  -0.5715   0.00    0.0
2281 394179   16.262306801  -61.527569596   -32.6872   6   6   0.4055   0.5721   1.3174  -0.2464   0.5761  -0.5710   0.00    0.0
2281 394180   16.262306891  -61.527569356   -32.6545   6   6   0.4039   0.5699   1.3136  -0.2461   0.5749  -0.5705   0.00    0.0
2281 394181   16.262306982  -61.527569115   -32.6248   6   6   0.4023   0.5677   1.3098  -0.2458   0.5737  -0.5700   0.00    0.0
2281 394182   16.262307071  -61.527568856   -32.5969   6   6   0.4007   0.5655   1.3060  -0.2454   0.5724  -0.5694   0.00    0.0
2281 394183   16.262307155  -61.527568589   -32.5694   6   6   0.3991   0.5633   1.3023  -0.2451   0.5712  -0.5688   0.00    0.0
2281 394184   16.262307228  -61.527568314   -32.5411   6   6   0.3976   0.5611   1.2986  -0.2447   0.5700  -0.5682   0.00    0.0
2281 394185   16.262307294  -61.527568024   -32.5121   6   6   0.3960   0.5589   1.2949  -0.2444   0.5687  -0.5676   0.00    0.0
