%  GPST Time  latitude(deg) longitude(deg)  height(m)   Q  ns   sdn(m)   sde(m)   sdu(m)  sdne(m)  sdeu(m)  sdun(m) age(s)  ratio
2261 241994   47.833931283    7.596193302   282.4554   6   6   6.8728   5.8966   6.7972  -5.9530  -1.4094   2.4570   0.00    0.0
2261 241995   47.833932218    7.596191868   282.5172   6   6   6.6580   5.7123   6.5853  -5.7673  -1.3668   2.3809   0.00    0.0
2261 241996   47.833932643    7.596191941   282.5312   6   6   6.4620   5.5442   6.3922  -5.5979  -1.3279   2.3114   0.00    0.0
2261 241997   47.833932777    7.596191556   282.5968   6   6   6.2823   5.3900   6.2152  -5.4425  -1.2921   2.2476   0.00    0.0
2261 241998   47.833932457    7.596192151   282.4980   6   6   6.1167   5.2480   6.0523  -5.2993  -1.2590   2.1888   0.00    0.0
2261 241999   47.833932831    7.596192162   282.3674   6   6   5.9635   5.1166   5.9017  -5.1668  -1.2284   2.1344   0.00    0.0
2261 242000   47.833934017    7.596190638   282.2967   6   6   5.8212   4.9946   5.7619  -5.0437  -1.1999   2.0838   0.00    0.0
2261 242001   47.833934499    7.596190847   282.1531   6   6   5.6885   4.8808   5.6316  -4.9289  -1.1732   2.0366   0.00    0.0
2261 242002   47.833934830    7.596190093   282.1762   6   6   5.5644   4.7744   5.5100  -4.8216  -1.1483   1.9925   0.00    0.0
2261 242003   47.833934392    7.596190654   282.1429   6   6   5.4481   4.6747   5.3959  -4.7209  -1.1249   1.9511   0.00    0.0
2261 242004   47.833935139    7.596190124   282.0509   6   6   5.3387   4.5809   5.2887  -4.6263  -1.1028   1.9122   0.00    0.0
2261 242005   47.833934862    7.596190309   282.0373   6   6   5.2355   4.4925   5.1878  -4.5370  -1.0820   1.8754   0.00    0.0
2261 242006   47.833934797    7.596190696   282.0241   6   6   5.1381   4.4090   5.0925  -4.4527  -1.0624   1.8408   0.00    0.0
2261 242007   47.833935229    7.596190102   282.0099   6   6   5.0459   4.3300   5.0023  -4.3729  -1.0437   1.8079   0.00    0.0
2261 242008   47.833935839    7.596189550   281.9539   6   6   4.9584   4.2550   4.9168  -4.2972  -1.0260   1.7767   0.00    0.0
2261 242009   47.833936564    7.596188629   281.9437   6   6   4.8753   4.1838   4.8356  -4.2253  -1.0092   1.7471   0.00    0.0
2261 242010   47.833937008    7.596188129   281.9739   6   6   4.7962   4.1160   4.7584  -4.1568  -0.9931   1.7189   0.00    0.0
2261 242011   47.833937895    7.596187265   281.9341   6   6   4.7207   4.0514   4.6848  -4.0915  -0.9778   1.6920   0.00    0.0
2261 242012   47.833938142    7.596187077   281.9369   6   6   4.6487   3.9897   4.6145  -4.0291  -0.9632   1.6663   0.00    0.0
2261 242013   47.833938589    7.596187053   281.8797   6   6   4.5799   3.9307   4.5474  -3.9695  -0.9492   1.6418   0.00    0.0
2261 242014   47.833938648    7.596186891   281.8567   6   6   4.5139   3.8742   4.4832  -3.9125  -0.9358   1.6182   0.00    0.0
2261 242015   47.833938934    7.596186634   281.8141   6   6   4.4508   3.8201   4.4216  -3.8577  -0.9230   1.5957   0.00    0.0
2261 242016   47.833939078    7.596186783   281.7485   6   6   4.3901   3.7681   4.3626  -3.8052  -0.9107   1.5740   0.00    0.0
2261 242017   47.833939490    7.596186216   281.7712   6   6   4.3319   3.7182   4.3059  -3.7548  -0.8988   1.5533   0.00    0.0
2261 242018   47.833939256    7.596186559   281.7352   6   6   4.2758   3.6703   4.2514  -3.7063  -0.8874   1.5333   0.00    0.0
2261 242019   47.833939794    7.596185740   281.7100   6   6   4.2219   3.6241   4.1990  -3.6596  -0.8764   1.5140   0.00    0.0
2261 242020   47.833940916    7.596184415   281.6951   6   6   4.1699   3.5796   4.1485  -3.6146  -0.8658   1.4954   0.00    0.0
2261 242021   47.833941315    7.596183989   281.6916   6   6   4.1198   3.5366   4.0998  -3.5712  -0.8556   1.4775   0.00    0.0
2261 242022   47.833941681    7.596183640   281.6645   6   6   4.0714   3.4952   4.0528  -3.5293  -0.8457   1.4602   0.00    0.0
2261 242023   47.833941938    7.596183176   281.6798   6   6   4.0247   3.4552   4.0074  -3.4888  -0.8361   1.4435   0.00    0.0
2261 242024   47.833941899    7.596183358   281.7058   6   6   3.9795   3.4165   3.9636  -3.4497  -0.8269   1.4274   0.00    0.0
2261 242025   47.833941994    7.596183129   281.7431   6   6   3.9357   3.3790   3.9212  -3.4118  -0.8180   1.4118   0.00    0.0
2261 242026   47.833942403    7.596182412   281.7598   6   6   3.8934   3.3428   3.8801  -3.3751  -0.8093   1.3966   0.00    0.0
2261 242027   47.833943362    7.596181277   281.7699   6   6   3.8524   3.3076   3.8404  -3.3396  -0.8009   1.3820   0.00    0.0
2261 242028   47.833943594    7.596181074   281.7638   6   6   3.8126   3.2736   3.8018  -3.3052  -0.7928   1.3678   0.00    0.0
2261 242029   47.833943260    7.596181644   281.7742   6   6   3.7740   3.2406   3.7645  -3.2717  -0.7849   1.3540   0.00    0.0
2261 242030   47.833943353    7.596181473   281.8039   6   6   3.7365   3.2085   3.7282  -3.2393  -0.7772   1.3406   0.00    0.0
2261 242031   47.833943374    7.596181249   281.8121   6   6   3.7002   3.1773   3.6930  -3.2078  -0.7698   1.3276   0.00    0.0
2261 242032   47.833943633    7.596180865   281.8105   6   6   3.6648   3.1471   3.6588  -3.1771  -0.7625   1.3149   0.00    0.0
2261 242033   47.833943969    7.596180270   281.8418   6   6   3.6304   3.1176   3.6256  -3.1474  -0.7555   1.3026   0.00    0.0
2261 242034   47.833944399    7.596179542   281.8353   6   6   3.5969   3.0890   3.5932  -3.1184  -0.7486   1.2906   0.00    0.0
2261 242035   47.833944538    7.596179299   281.8268   6   6   3.5644   3.0611   3.5618  -3.0902  -0.7420   1.2790   0.00    0.0
2261 242036   47.833945135    7.596178379   281.8351   6   6   3.5327   3.0340   3.5311  -3.0627  -0.7354   1.2677   0.00    0.0
2261 242037   47.833945435    7.596177939   281.8472   6   6   3.5018   3.0075   3.5013  -3.0359  -0.7291   1.2566   0.00    0.0
2261 242038   47.833945831    7.596177488   281.8468   6   6   3.4717   2.9818   3.4723  -3.0099  -0.7229   1.2458   0.00    0.0
2261 242039   47.833946702    7.596176434   281.8525   6   7   3.3666   2.8972   3.4431  -2.9126  -0.6849   1.2130   0.00    0.0
2261 242040   47.833947403    7.596175516   281.8663   6   7   3.2707   2.8200   3.4147  -2.8239  -0.6499   1.1830   0.00    0.0
2261 242041   47.833947590    7.596175157   281.8486   6   7   3.1827   2.7491   3.3871  -2.7425  -0.6176   1.1555   0.00    0.0
2261 242042   47.833947234    7.596175556   281.8689   6   7   3.1016   2.6837   3.3603  -2.6674  -0.5875   1.1300   0.00    0.0
2261 242043   47.833947369    7.596175352   281.8774   6   7   3.0264   2.6231   3.3341  -2.5980  -0.5594   1.1064   0.00    0.0
2261 242044   47.833947715    7.596174755   281.9027   6   7   2.9566   2.5668   3.3086  -2.5335  -0.5331   1.0844   0.00    0.0
2261 242045   47.833947593    7.596174734   281.9192   6   8   2.8804   2.5019   3.2709  -2.4606  -0.4320   1.0288   0.00    0.0
2261 242046   47.833947654    7.596174432   281.9463   6   8   2.8101   2.4421   3.2349  -2.3935  -0.3191   0.9776   0.00    0.0
2261 242047   47.833947228    7.596174916   281.9332   6   8   2.7451   2.3869   3.2003  -2.3314  -0.1668   0.9302   0.00    0.0
2261 242048   47.833947304    7.596174755   281.9216   6   8   2.6847   2.3355   3.1672  -2.2739   0.1924   0.8861   0.00    0.0
2261 242049   47.833947017    7.596174981   281.9134   6   8   2.6284   2.2877   3.1352  -2.2202   0.3068   0.8450   0.00    0.0
2261 242050   47.833947183    7.596174863   281.9255   6   8   2.5757   2.2429   3.1044  -2.1701   0.3801   0.8066   0.00    0.0
2261 242051   47.833947272    7.596174649   281.9207   6   8   2.5262   2.2009   3.0747  -2.1232   0.4348   0.7705   0.00    0.0
2261 242052   47.833947029    7.596174760   281.9228   6   8   2.4797   2.1614   3.0459  -2.0791   0.4782   0.7365   0.00    0.0
2261 242053   47.833946850    7.596174867   281.9356   6   8   2.4358   2.1242   3.0181  -2.0375   0.5137   0.7045   0.00    0.0
2261 242054   47.833946880    7.596174891   281.9237   6   8   2.3943   2.0889   2.9911  -1.9983   0.5433   0.6742   0.00    0.0
2261 242055   47.833946625    7.596175141   281.9243   6   8   2.3550   2.0556   2.9650  -1.9612   0.5685   0.6455   0.00    0.0
2261 242056   47.833946542    7.596175314   281.9365   6   8   2.3176   2.0239   2.9396  -1.9260   0.5901   0.6182   0.00    0.0
2261 242057   47.833946453    7.596175296   281.9646   6   8   2.2821   1.9938   2.9150  -1.8926   0.6088   0.5922   0.00    0.0
2261 242058   47.833946367    7.596175424   281.9817   6   8   2.2483   1.9651   2.8910  -1.8609   0.6250   0.5674   0.00    0.0
2261 242059   47.833945911    7.596176062   281.9802   6   8   2.2160   1.9378   2.8677  -1.8306   0.6392   0.5437   0.00    0.0
2261 242060   47.833945987    7.596175954   281.9741   6   8   2.1852   1.9116   2.8450  -1.8017   0.6517   0.5210   0.00    0.0
2261 242061   47.833945668    7.596176218   282.0059   6   8   2.1556   1.8866   2.8229  -1.7741   0.6626   0.4992   0.00    0.0
2261 242062   47.833945553    7.596176369   281.9980   6   8   2.1273   1.8626   2.8013  -1.7477   0.6723   0.4783   0.00    0.0
2261 242063   47.833945607    7.596176331   282.0089   6   8   2.1002   1.8396   2.7803  -1.7224   0.6809   0.4581   0.00    0.0
2261 242064   47.833945841    7.596176093   282.0046   6   8   2.0741   1.8175   2.7598  -1.6982   0.6884   0.4387   0.00    0.0
2261 242065   47.833945910    7.596175934   281.9948   6   8   2.0490   1.7962   2.7398  -1.6749   0.6951   0.4198   0.00    0.0
2261 242066   47.833945708    7.596176139   281.9932   6   8   2.0248   1.7757   2.7202  -1.6525   0.7010   0.4016   0.00    0.0
2261 242067   47.833945717    7.596176113   282.0152   6   8   2.0016   1.7560   2.7011  -1.6310   0.7063   0.3839   0.00    0.0
2261 242068   47.833945813    7.596176029   282.0084   6   8   1.9791   1.7370   2.6824  -1.6103   0.7109   0.3667   0.00    0.0
2261 242069   47.833945661    7.596176276   282.0069   6   8   1.9574   1.7186   2.6642  -1.5903   0.7149   0.3500   0.00    0.0
2261 242070   47.833945265    7.596176745   282.0140   6   8   1.9365   1.7008   2.6463  -1.5710   0.7185   0.3336   0.00    0.0
2261 242071   47.833945503    7.596176391   282.0011   6   8   1.9162   1.6837   2.6288  -1.5524   0.7216   0.3176   0.00    0.0
2261 242072   47.833945515    7.596176330   282.0046   6   8   1.8966   1.6670   2.6117  -1.5344   0.7244   0.3019   0.00    0.0
2261 242073   47.833945429    7.596176309   282.0082   6   8   1.8776   1.6509   2.5949  -1.5170   0.7267   0.2864   0.00    0.0
2261 242074   47.833945354    7.596176537   281.9959   6   8   1.8592   1.6353   2.5785  -1.5002   0.7288   0.2712   0.00    0.0
2261 242075   47.833945490    7.596176362   281.9900   6   8   1.8414   1.6202   2.5624  -1.4839   0.7305   0.2561   0.00    0.0
2261 242076   47.833945438    7.596176441   281.9875   6   8   1.8241   1.6055   2.5466  -1.4681   0.7320   0.2411   0.00    0.0
2261 242077   47.833945319    7.596176673   281.9722   6   8   1.8072   1.5912   2.5312  -1.4528   0.7332   0.2261   0.00    0.0
2261 242078   47.833945272    7.596176884   281.9621   6   8   1.7909   1.5773   2.5160  -1.4380   0.7342   0.2111   0.00    0.0
2261 242079   47.833945353    7.596176875   281.9523   6   8   1.7750   1.5638   2.5011  -1.4236   0.7349   0.1959   0.00    0.0
2261 242080   47.833945549    7.596176603   281.9390   6   8   1.7595   1.5507   2.4865  -1.4096   0.7355   0.1805   0.00    0.0
2261 242081   47.833945445    7.596176766   281.9324   6   8   1.7445   1.5379   2.4721  -1.3960   0.7360   0.1648   0.00    0.0
2261 242082   47.833945639    7.596176463   281.9143   6   8   1.7298   1.5255   2.4581  -1.3828   0.7362   0.1484   0.00    0.0
2261 242083   47.833945796    7.596176345   281.9257   6   8   1.7156   1.5133   2.4442  -1.3699   0.7363   0.1312   0.00    0.0
2261 242084   47.833945988    7.596176237   281.9280   6   8   1.7016   1.5015   2.4306  -1.3574   0.7363   0.1125   0.00    0.0
2261 242085   47.833946039    7.596176135   281.9126   6   8   1.6881   1.4900   2.4173  -1.3452   0.7361   0.0915   0.00    0.0
2261 242086   47.833946073    7.596176052   281.9177   6   8   1.6748   1.4787   2.4042  -1.3333   0.7359   0.0658   0.00    0.0
2261 242087   47.833946136    7.596176051   281.9113   6   8   1.6619   1.4677   2.3913  -1.3217   0.7355   0.0228   0.00    0.0
2261 242088   47.833946211    7.596175979   281.9036   6   8   1.6493   1.4570   2.3786  -1.3105   0.7350  -0.0555   0.00    0.0
2261 242089   47.833946338    7.596175978   281.8857   6   8   1.6370   1.4465   2.3661  -1.2994   0.7345  -0.0805   0.00    0.0
2261 242090   47.833946399    7.596175884   281.8865   6   8   1.6249   1.4363   2.3539  -1.2887   0.7338  -0.0984   0.00    0.0
2261 242091   47.833946507    7.596175770   281.8820   6   8   1.6132   1.4263   2.3418  -1.2782   0.7331  -0.1128   0.00    0.0
2261 242092   47.833946568    7.596175685   281.8782   6   8   1.6016   1.4165   2.3299  -1.2680   0.7324  -0.1249   0.00    0.0
2261 242093   47.833946560    7.596175702   281.8871   6   8   1.5904   1.4069   2.3183  -1.2580   0.7315  -0.1353   0.00    0.0
2261 242094   47.833946741    7.596175508   281.8901   6   8   1.5794   1.3975   2.3068  -1.2482   0.7306  -0.1445   0.00    0.0
2261 242095   47.833946827    7.596175467   281.8737   6   8   1.5686   1.3883   2.2954  -1.2387   0.7296  -0.1527   0.00    0.0
2261 242096   47.833946807    7.596175479   281.8884   6   8   1.5580   1.3793   2.2843  -1.2293   0.7286  -0.1600   0.00    0.0
2261 242097   47.833946714    7.596175598   281.8952   6   8   1.5477   1.3705   2.2733  -1.2202   0.7276  -0.1667   0.00    0.0
2261 242098   47.833946612    7.596175707   281.8940   6   8   1.5375   1.3619   2.2625  -1.2113   0.7265  -0.1728   0.00    0.0
2261 242099   47.833946629    7.596175707   281.8896   6   8   1.5276   1.3534   2.2519  -1.2025   0.7253  -0.1784   0.00    0.0
2261 242100   47.833946545    7.596175855   281.8903   6   9   1.5131   1.3423   2.2403  -1.1895   0.7282  -0.2045   0.00    0.0
2261 242101   47.833946447    7.596175938   281.8854   6   9   1.4990   1.3315   2.2290  -1.1769   0.7308  -0.2263   0.00    0.0
2261 242102   47.833946507    7.596175857   281.8788   6   9   1.4853   1.3209   2.2179  -1.1648   0.7331  -0.2449   0.00    0.0
2261 242103   47.833946472    7.596176032   281.8740   6   9   1.4720   1.3107   2.2070  -1.1529   0.7351  -0.2612   0.00    0.0
2261 242104   47.833946468    7.596176083   281.8861   6   9   1.4591   1.3008   2.1963  -1.1415   0.7369  -0.2757   0.00    0.0
2261 242105   47.833946435    7.596176136   281.8945   6   9   1.4466   1.2911   2.1857  -1.1303   0.7384  -0.2886   0.00    0.0
2261 242106   47.833946560    7.596176049   281.9091   6   9   1.4344   1.2817   2.1754  -1.1195   0.7398  -0.3002   0.00    0.0
2261 242107   47.833946587    7.596176094   281.9225   6   9   1.4225   1.2725   2.1652  -1.1090   0.7409  -0.3107   0.00    0.0
2261 242108   47.833946584    7.596176101   281.9328   6   9   1.4110   1.2636   2.1551  -1.0988   0.7419  -0.3203   0.00    0.0
2261 242109   47.833946679    7.596176084   281.9341   6   9   1.3997   1.2548   2.1452  -1.0889   0.7428  -0.3290   0.00    0.0
2261 242110   47.833946570    7.596176229   281.9540   6   9   1.3887   1.2463   2.1355  -1.0792   0.7434  -0.3371   0.00    0.0
2261 242111   47.833946555    7.596176249   281.9739   6   9   1.3781   1.2380   2.1259  -1.0698   0.7440  -0.3445   0.00    0.0
2261 242112   47.833946609    7.596176192   281.9882   6   9   1.3676   1.2299   2.1165  -1.0606   0.7444  -0.3513   0.00    0.0
2261 242113   47.833946607    7.596176209   281.9951   6   9   1.3575   1.2219   2.1072  -1.0517   0.7447  -0.3576   0.00    0.0
2261 242114   47.833946514    7.596176383   282.0064   6   9   1.3475   1.2142   2.0980  -1.0429   0.7449  -0.3634   0.00    0.0
2261 242115   47.833946522    7.596176398   282.0201   6   9   1.3378   1.2066   2.0890  -1.0344   0.7449  -0.3688   0.00    0.0
2261 242116   47.833946552    7.596176435   282.0255   6   9   1.3283   1.1992   2.0801  -1.0261   0.7449  -0.3738   0.00    0.0
2261 242117   47.833946577    7.596176428   282.0432   6   9   1.3191   1.1919   2.0714  -1.0180   0.7448  -0.3785   0.00    0.0
2261 242118   47.833946546    7.596176439   282.0441   6   9   1.3100   1.1848   2.0627  -1.0101   0.7446  -0.3828   0.00    0.0
2261 242119   47.833946480    7.596176571   282.0671   6   9   1.3011   1.1778   2.0542  -1.0024   0.7443  -0.3869   0.00    0.0
2261 242120   47.833946615    7.596176439   282.0708   6   9   1.2925   1.1710   2.0458  -0.9948   0.7440  -0.3906   0.00    0.0
2261 242121   47.833946520    7.596176502   282.0823   6   9   1.2840   1.1643   2.0375  -0.9874   0.7436  -0.3942   0.00    0.0
2261 242122   47.833946457    7.596176594   282.0865   6   9   1.2757   1.1577   2.0293  -0.9802   0.7431  -0.3974   0.00    0.0
2261 242123   47.833946489    7.596176603   282.0995   6   9   1.2675   1.1513   2.0212  -0.9731   0.7426  -0.4005   0.00    0.0
2261 242124   47.833946497    7.596176577   282.1094   6   9   1.2595   1.1450   2.0133  -0.9662   0.7420  -0.4034   0.00    0.0
2261 242125   47.833946443    7.596176669   282.1192   6   9   1.2517   1.1388   2.0054  -0.9594   0.7413  -0.4060   0.00    0.0
2261 242126   47.833946286    7.596176804   282.1369   6   9   1.2441   1.1327   1.9976  -0.9528   0.7407  -0.4085   0.00    0.0
2261 242127   47.833946259    7.596176831   282.1337   6   9   1.2365   1.1267   1.9900  -0.9463   0.7399  -0.4109   0.00    0.0
2261 242128   47.833946202    7.596176898   282.1432   6   9   1.2292   1.1209   1.9824  -0.9400   0.7392  -0.4130   0.00    0.0
2261 242129   47.833946207    7.596177008   282.1501   6   9   1.2219   1.1151   1.9749  -0.9337   0.7383  -0.4151   0.00    0.0
2261 242130   47.833946264    7.596176977   282.1420   6   9   1.2148   1.1094   1.9675  -0.9276   0.7375  -0.4170   0.00    0.0
2261 242131   47.833946301    7.596176961   282.1327   6   9   1.2079   1.1039   1.9602  -0.9216   0.7366  -0.4187   0.00    0.0
2261 242132   47.833946209    7.596177064   282.1464   6   9   1.2010   1.0984   1.9530  -0.9158   0.7357  -0.4204   0.00    0.0
2261 242133   47.833946253    7.596177033   282.1516   6   9   1.1943   1.0930   1.9459  -0.9100   0.7348  -0.4219   0.00    0.0
2261 242134   47.833946221    7.596177076   282.1620   6   9   1.1877   1.0878   1.9389  -0.9043   0.7338  -0.4234   0.00    0.0
2261 242135   47.833946292    7.596177008   282.1642   6   9   1.1812   1.0826   1.9319  -0.8988   0.7328  -0.4247   0.00    0.0
2261 242136   47.833946229    7.596177112   282.1672   6   9   1.1749   1.0774   1.9251  -0.8934   0.7318  -0.4259   0.00    0.0
2261 242137   47.833946211    7.596177151   282.1681   6   9   1.1686   1.0724   1.9183  -0.8880   0.7307  -0.4271   0.00    0.0
2261 242138   47.833946170    7.596177177   282.1695   6   9   1.1624   1.0675   1.9116  -0.8828   0.7297  -0.4282   0.00    0.0
2261 242139   47.833946177    7.596177253   282.1554   6   9   1.1564   1.0626   1.9049  -0.8776   0.7286  -0.4292   0.00    0.0
2261 242140   47.833946156    7.596177371   282.1426   6   9   1.1504   1.0578   1.8984  -0.8725   0.7275  -0.4301   0.00    0.0
2261 242141   47.833946126    7.596177422   282.1421   6   9   1.1446   1.0531   1.8919  -0.8675   0.7264  -0.4309   0.00    0.0
2261 242142   47.833946096    7.596177485   282.1359   6   9   1.1388   1.0484   1.8855  -0.8627   0.7252  -0.4317   0.00    0.0
2261 242143   47.833946135    7.596177461   282.1272   6   9   1.1331   1.0438   1.8791  -0.8578   0.7241  -0.4324   0.00    0.0
2261 242144   47.833946058    7.596177503   282.1190   6   9   1.1276   1.0393   1.8729  -0.8531   0.7229  -0.4331   0.00    0.0
2261 242145   47.833946078    7.596177460   282.1138   6   9   1.1221   1.0348   1.8666  -0.8485   0.7217  -0.4337   0.00    0.0
2261 242146   47.833946130    7.596177373   282.1081   6   9   1.1167   1.0304   1.8605  -0.8439   0.7206  -0.4342   0.00    0.0
2261 242147   47.833946027    7.596177473   282.0946   6   9   1.1113   1.0261   1.8544  -0.8394   0.7194  -0.4347   0.00    0.0
2261 242148   47.833946082    7.596177408   282.0861   6   9   1.1061   1.0218   1.8484  -0.8350   0.7182  -0.4351   0.00    0.0
2261 242149   47.833945994    7.596177507   282.0775   6   9   1.1009   1.0176   1.8425  -0.8306   0.7169  -0.4355   0.00    0.0
2261 242150   47.833946000    7.596177502   282.0687   6   9   1.0958   1.0135   1.8366  -0.8263   0.7157  -0.4359   0.00    0.0
2261 242151   47.833945982    7.596177488   282.0600   6   9   1.0908   1.0094   1.8308  -0.8221   0.7145  -0.4362   0.00    0.0
2261 242152   47.833945931    7.596177528   282.0480   6   9   1.0858   1.0053   1.8250  -0.8179   0.7133  -0.4365   0.00    0.0
2261 242153   47.833945901    7.596177602   282.0382   6   9   1.0810   1.0013   1.8193  -0.8138   0.7120  -0.4367   0.00    0.0
2261 242154   47.833945841    7.596177649   282.0338   6   9   1.0761   0.9974   1.8136  -0.8098   0.7108  -0.4369   0.00    0.0
2261 242155   47.833945906    7.596177589   282.0342   6   9   1.0714   0.9935   1.8080  -0.8058   0.7095  -0.4371   0.00    0.0
2261 242156   47.833945896    7.596177650   282.0261   6   9   1.0667   0.9897   1.8025  -0.8019   0.7082  -0.4372   0.00    0.0
2261 242157   47.833945910    7.596177616   282.0155   6   9   1.0621   0.9859   1.7970  -0.7981   0.7070  -0.4373   0.00    0.0
2261 242158   47.833945897    7.596177676   282.0078   6   9   1.0576   0.9822   1.7916  -0.7943   0.7057  -0.4374   0.00    0.0
2261 242159   47.833945907    7.596177662   282.0021   6   9   1.0531   0.9785   1.7862  -0.7905   0.7045  -0.4374   0.00    0.0
2261 242160   47.833945965    7.596177636   281.9933   6  10   1.0482   0.9741   1.7808  -0.7861   0.7037  -0.4381   0.00    0.0
2261 242161   47.833945982    7.596177568   281.9859   6  10   1.0433   0.9697   1.7754  -0.7817   0.7029  -0.4387   0.00    0.0
2261 242162   47.833945985    7.596177506   281.9825   6  10   1.0385   0.9655   1.7701  -0.7774   0.7021  -0.4393   0.00    0.0
2261 242163   47.833946065    7.596177417   281.9702   6  10   1.0338   0.9613   1.7649  -0.7731   0.7013  -0.4399   0.00    0.0
2261 242164   47.833946051    7.596177429   281.9605   6  10   1.0292   0.9572   1.7596  -0.7689   0.7005  -0.4404   0.00    0.0
2261 242165   47.833946034    7.596177482   281.9539   6  10   1.0247   0.9531   1.7545  -0.7648   0.6996  -0.4408   0.00    0.0
2261 242166   47.833945952    7.596177509   281.9552   6  10   1.0202   0.9491   1.7494  -0.7608   0.6987  -0.4412   0.00    0.0
2261 242167   47.833945981    7.596177457   281.9444   6  10   1.0157   0.9451   1.7443  -0.7568   0.6979  -0.4416   0.00    0.0
2261 242168   47.833945988    7.596177452   281.9410   6  10   1.0114   0.9412   1.7393  -0.7529   0.6970  -0.4419   0.00    0.0
2261 242169   47.833945993    7.596177428   281.9333   6  10   1.0071   0.9373   1.7344  -0.7491   0.6960  -0.4422   0.00    0.0
2261 242170   47.833946014    7.596177347   281.9225   6  10   1.0028   0.9335   1.7294  -0.7453   0.6951  -0.4424   0.00    0.0
2261 242171   47.833946038    7.596177269   281.9104   6  10   0.9986   0.9298   1.7246  -0.7415   0.6942  -0.4426   0.00    0.0
2261 242172   47.833946000    7.596177277   281.9096   6  10   0.9945   0.9261   1.7198  -0.7379   0.6932  -0.4428   0.00    0.0
2261 242173   47.833946005    7.596177242   281.9052   6  10   0.9904   0.9225   1.7150  -0.7342   0.6923  -0.4429   0.00    0.0
2261 242174   47.833946030    7.596177208   281.9011   6  10   0.9864   0.9189   1.7102  -0.7307   0.6913  -0.4430   0.00    0.0
2261 242175   47.833946120    7.596177101   281.8906   6  10   0.9824   0.9153   1.7055  -0.7271   0.6903  -0.4431   0.00    0.0
2261 242176   47.833946137    7.596177083   281.8839   6  10   0.9785   0.9118   1.7009  -0.7237   0.6893  -0.4432   0.00    0.0
2261 242177   47.833946128    7.596177112   281.8820   6  10   0.9747   0.9083   1.6963  -0.7203   0.6883  -0.4432   0.00    0.0
2261 242178   47.833946112    7.596177120   281.8779   6  10   0.9708   0.9049   1.6917  -0.7169   0.6873  -0.4432   0.00    0.0
2261 242179   47.833946139    7.596177110   281.8732   6  10   0.9671   0.9016   1.6872  -0.7136   0.6863  -0.4432   0.00    0.0
2261 242180   47.833946167    7.596177079   281.8665   6  10   0.9634   0.8982   1.6827  -0.7103   0.6853  -0.4431   0.00    0.0
2261 242181   47.833946228    7.596176992   281.8574   6  10   0.9597   0.8949   1.6783  -0.7071   0.6843  -0.4430   0.00    0.0
2261 242182   47.833946240    7.596176979   281.8479   6  10   0.9561   0.8917   1.6739  -0.7039   0.6832  -0.4429   0.00    0.0
2261 242183   47.833946244    7.596176937   281.8494   6  10   0.9525   0.8885   1.6695  -0.7008   0.6822  -0.4428   0.00    0.0
2261 242184   47.833946245    7.596176940   281.8388   6  10   0.9489   0.8853   1.6652  -0.6977   0.6812  -0.4427   0.00    0.0
2261 242185   47.833946300    7.596176841   281.8351   6  10   0.9454   0.8822   1.6609  -0.6946   0.6801  -0.4426   0.00    0.0
2261 242186   47.833946293    7.596176853   281.8332   6  10   0.9420   0.8791   1.6566  -0.6916   0.6791  -0.4424   0.00    0.0
