%  GPST Time  latitude(deg) longitude(deg)  height(m)   Q  ns   sdn(m)   sde(m)   sdu(m)  sdne(m)  sdeu(m)  sdun(m) age(s)  ratio
2280 466797   31.025019302  121.439441587    39.4166   6   7   2.3274   2.0113   5.3418  -0.6901   0.8546  -2.4491   0.00    0.0
2280 466798   31.025019691  121.439441531    39.2490   6   7   2.2574   1.9612   5.1762  -0.6762   0.8234  -2.3710   0.00    0.0
2280 466799   31.025020014  121.439441508    39.1023   6   7   2.1921   1.9145   5.0194  -0.6622   0.7934  -2.2971   0.00    0.0
2280 466800   31.025020272  121.439441506    38.9974   6   7   2.1309   1.8709   4.8705  -0.6482   0.7646  -2.2271   0.00    0.0
2280 466801   31.025020549  121.439441465    38.9156   6   7   2.0733   1.8300   4.7289  -0.6344   0.7369  -2.1605   0.00    0.0
2280 466802   31.025020797  121.439441456    38.8203   6   7   2.0190   1.7915   4.5939  -0.6207   0.7104  -2.0971   0.00    0.0
2280 466803   31.025020975  121.439441430    38.7342   6   7   1.9677   1.7552   4.4650  -0.6073   0.6848  -2.0367   0.00    0.0
2280 466804   31.025021242  121.439441412    38.6337   6   7   1.9191   1.7209   4.3417  -0.5941   0.6601  -1.9790   0.00    0.0
2280 466805   31.025021458  121.439441418    38.5207   6   7   1.8729   1.6884   4.2237  -0.5812   0.6364  -1.9238   0.00    0.0
2280 466806   31.025021505  121.439441438    38.4900   6   7   1.8290   1.6576   4.1106  -0.5685   0.6135  -1.8709   0.00    0.0
2280 466807   31.025021610  121.439441456    38.4098   6   7   1.7871   1.6282   4.0021  -0.5562   0.5913  -1.8203   0.00    0.0
2280 466808   31.025021769  121.439441431    38.3101   6   7   1.7470   1.6003   3.8979  -0.5441   0.5700  -1.7717   0.00    0.0
2280 466809   31.025021989  121.439441413    38.1569   6   7   1.7087   1.5736   3.7978  -0.5323   0.5493  -1.7250   0.00    0.0
2280 466810   31.025022132  121.439441427    38.0283   6   7   1.6720   1.5480   3.7014  -0.5207   0.5293  -1.6802   0.00    0.0
2280 466811   31.025022166  121.439441443    37.9857   6   7   1.6368   1.5236   3.6087  -0.5095   0.5100  -1.6371   0.00    0.0
2280 466812   31.025022155  121.439441471    37.9374   6   7   1.6030   1.5001   3.5194  -0.4985   0.4913  -1.5956   0.00    0.0
2280 466813   31.025022301  121.439441463    37.8586   6   7   1.5705   1.4776   3.4334  -0.4877   0.4732  -1.5557   0.00    0.0
2280 466814   31.025022399  121.439441465    37.7779   6   7   1.5392   1.4560   3.3505  -0.4773   0.4556  -1.5173   0.00    0.0
2280 466815   31.025022371  121.439441456    37.7165   6   7   1.5091   1.4352   3.2705  -0.4670   0.4385  -1.4802   0.00    0.0
2280 466816   31.025022398  121.439441447    37.6669   6   7   1.4800   1.4151   3.1933  -0.4570   0.4220  -1.4445   0.00    0.0
2280 466817   31.025022341  121.439441510    37.7054   6   7   1.4519   1.3957   3.1188  -0.4472   0.4059  -1.4101   0.00    0.0
2280 466818   31.025022393  121.439441546    37.7078   6   7   1.4248   1.3770   3.0469  -0.4377   0.3903  -1.3768   0.00    0.0
2280 466819   31.025022344  121.439441611    37.7248   6   7   1.3985   1.3589   2.9774  -0.4283   0.3751  -1.3448   0.00    0.0
2280 466820   31.025022358  121.439441597    37.7155   6   7   1.3731   1.3415   2.9103  -0.4192   0.3604  -1.3138   0.00    0.0
2280 466821   31.025022458  121.439441617    37.7254   6   7   1.3486   1.3245   2.8454  -0.4103   0.3460  -1.2839   0.00    0.0
2280 466822   31.025022536  121.439441640    37.7142   6   7   1.3248   1.3081   2.7826  -0.4015   0.3320  -1.2549   0.00    0.0
2280 466823   31.025022554  121.439441677    37.7160   6   7   1.3017   1.2922   2.7219  -0.3930   0.3183  -1.2270   0.00    0.0
2280 466824   31.025022664  121.439441679    37.6898   6   7   1.2793   1.2768   2.6632  -0.3846   0.3050  -1.2000   0.00    0.0
2280 466825   31.025022788  121.439441666    37.6700   6   7   1.2575   1.2618   2.6064  -0.3764   0.2919  -1.1738   0.00    0.0
