%  GPST Time  latitude(deg) longitude(deg)  height(m)   Q  ns   sdn(m)   sde(m)   sdu(m)  sdne(m)  sdeu(m)  sdun(m) age(s)  ratio
2282 547492   16.262304823  -61.527540813   -26.7593   6   7   3.3270   6.1213   5.3880  -3.6628  -2.5326   2.3930   0.00    0.0
2282 547493   16.262304506  -61.527540438   -26.8054   6   7   3.2228   5.8928   5.2470  -3.5226  -2.4416   2.3321   0.00    0.0
2282 547494   16.262304220  -61.527539899   -26.8574   6   7   3.1285   5.6885   5.1168  -3.3975  -2.3601   2.2761   0.00    0.0
2282 547495   16.262303891  -61.527539319   -26.9049   6   8   2.9858   5.2898   4.9490  -3.1467  -2.0464   2.1325   0.00    0.0
2282 547496   16.262303686  -61.527538911   -26.9528   6   8   2.8733   4.9927   4.8075  -2.9601  -1.8192   2.0278   0.00    0.0
2282 547497   16.262303703  -61.527538916   -26.9648   6   8   2.7760   4.7433   4.6808  -2.8037  -1.6281   1.9408   0.00    0.0
2282 547498   16.262303742  -61.527539081   -26.9482   6   8   2.6903   4.5298   4.5658  -2.6700  -1.4638   1.8666   0.00    0.0
2282 547499   16.262303874  -61.527539482   -26.9163   6   8   2.6138   4.3441   4.4604  -2.5539  -1.3203   1.8022   0.00    0.0
2282 547500   16.262303898  -61.527539822   -26.9076   6   8   2.5447   4.1805   4.3630  -2.4518  -1.1932   1.7455   0.00    0.0
2282 547501   16.262303928  -61.527540033   -26.8871   6   8   2.4818   4.0350   4.2725  -2.3610  -1.0794   1.6950   0.00    0.0
2282 547502   16.262303959  -61.527539953   -26.8662   6   8   2.4240   3.9043   4.1880  -2.2797  -0.9762   1.6495   0.00    0.0
2282 547503   16.262303977  -61.527539731   -26.8511   6   8   2.3707   3.7861   4.1087  -2.2063  -0.8818   1.6083   0.00    0.0
2282 547504   16.262304029  -61.527539340   -26.8309   6   9   2.2985   3.6403   4.0319  -2.0992  -0.7492   1.5568   0.00    0.0
2282 547505   16.262303936  -61.527538877   -26.8253   6   9   2.2345   3.5124   3.9598  -2.0063  -0.6230   1.5114   0.00    0.0
2282 547506   16.262303801  -61.527538506   -26.8262   6   9   2.1767   3.3978   3.8918  -1.9236  -0.4970   1.4707   0.00    0.0
2282 547507   16.262303799  -61.527538142   -26.8045   6   9   2.1240   3.2943   3.8275  -1.8495  -0.3613   1.4338   0.00    0.0
2282 547508   16.262303777  -61.527537783   -26.7756   6   9   2.0756   3.2001   3.7665  -1.7825  -0.1839   1.4001   0.00    0.0
2282 547509   16.262303728  -61.527537474   -26.7487   6   9   2.0308   3.1138   3.7084  -1.7215   0.2168   1.3691   0.00    0.0
2282 547510   16.262303685  -61.527537260   -26.7303   6   9   1.9893   3.0345   3.6531  -1.6659   0.3388   1.3405   0.00    0.0
2282 547511   16.262303619  -61.527537012   -26.7103   6   9   1.9505   2.9611   3.6002  -1.6147   0.4145   1.3138   0.00    0.0
2282 547512   16.262303530  -61.527536751   -26.7082   6   9   1.9142   2.8930   3.5496  -1.5676   0.4690   1.2889   0.00    0.0
2282 547513   16.262303502  -61.527536450   -26.6894   6   9   1.8801   2.8296   3.5010  -1.5240   0.5105   1.2656   0.00    0.0
2282 547514   16.262303826  -61.527536582   -26.6457   6  10   1.8285   2.7139   3.4484  -1.4325   0.6398   1.2214   0.00    0.0
2282 547515   16.262304065  -61.527536595   -26.6053   6  10   1.7834   2.6155   3.3990  -1.3548   0.7209   1.1838   0.00    0.0
2282 547516   16.262304317  -61.527536709   -26.5614   6  10   1.7429   2.5283   3.3523  -1.2860   0.7787   1.1505   0.00    0.0
2282 547517   16.262304536  -61.527536823   -26.5213   6  10   1.7060   2.4503   3.3079  -1.2246   0.8215   1.1208   0.00    0.0
2282 547518   16.262304705  -61.527537042   -26.4766   6  10   1.6721   2.3798   3.2655  -1.1691   0.8539   1.0938   0.00    0.0
2282 547519   16.262304808  -61.527537042   -26.4310   6  10   1.6408   2.3158   3.2248  -1.1189   0.8788   1.0693   0.00    0.0
2282 547520   16.262304826  -61.527537005   -26.4074   6  10   1.6117   2.2571   3.1858  -1.0730   0.8980   1.0467   0.00    0.0
2282 547521   16.262304873  -61.527536871   -26.3800   6  10   1.5845   2.2031   3.1483  -1.0309   0.9128   1.0259   0.00    0.0
2282 547522   16.262304849  -61.527536553   -26.3684   6  10   1.5590   2.1532   3.1120  -0.9922   0.9242   1.0066   0.00    0.0
2282 547523   16.262304896  -61.527536308   -26.3585   6  10   1.5350   2.1069   3.0771  -0.9563   0.9327   0.9885   0.00    0.0
2282 547524   16.262304931  -61.527536170   -26.3718   6  11   1.5120   2.0501   3.0379  -0.9193   0.9160   0.9743   0.00    0.0
2282 547525   16.262305033  -61.527536062   -26.3695   6  11   1.4902   1.9982   2.9999  -0.8858   0.9002   0.9601   0.00    0.0
2282 547526   16.262305101  -61.527535960   -26.3625   6  11   1.4696   1.9503   2.9636  -0.8546   0.8860   0.9467   0.00    0.0
2282 547527   16.262305189  -61.527535865   -26.3506   6  11   1.4500   1.9058   2.9288  -0.8257   0.8726   0.9337   0.00    0.0
2282 547528   16.262305350  -61.527535889   -26.3258   6  11   1.4313   1.8643   2.8951  -0.7989   0.8599   0.9212   0.00    0.0
2282 547529   16.262305533  -61.527535901   -26.2750   6  11   1.4135   1.8255   2.8626  -0.7738   0.8476   0.9091   0.00    0.0
2282 547530   16.262305673  -61.527535959   -26.2457   6  11   1.3964   1.7890   2.8311  -0.7504   0.8359   0.8974   0.00    0.0
2282 547531   16.262305825  -61.527535992   -26.2139   6  11   1.3800   1.7547   2.8006  -0.7284   0.8245   0.8861   0.00    0.0
2282 547532   16.262305993  -61.527536124   -26.1760   6  11   1.3642   1.7222   2.7710  -0.7078   0.8135   0.8752   0.00    0.0
2282 547533   16.262306126  -61.527536211   -26.1288   6  11   1.3490   1.6916   2.7423  -0.6884   0.8029   0.8646   0.00    0.0
2282 547534   16.262306245  -61.527536265   -26.1043   6  12   1.3319   1.6610   2.7133  -0.6658   0.7892   0.8580   0.00    0.0
2282 547535   16.262306346  -61.527536308   -26.0652   6  12   1.3154   1.6322   2.6850  -0.6447   0.7760   0.8518   0.00    0.0
2282 547536   16.262306457  -61.527536328   -26.0328   6  12   1.2997   1.6049   2.6576  -0.6248   0.7635   0.8452   0.00    0.0
2282 547537   16.262306520  -61.527536348   -26.0012   6  12   1.2846   1.5789   2.6310  -0.6061   0.7516   0.8387   0.00    0.0
2282 547538   16.262306553  -61.527536330   -25.9794   6  12   1.2701   1.5542   2.6051  -0.5884   0.7401   0.8322   0.00    0.0
2282 547539   16.262306580  -61.527536268   -25.9522   6  12   1.2561   1.5307   2.5800  -0.5717   0.7291   0.8258   0.00    0.0
2282 547540   16.262306623  -61.527536270   -25.9216   6  12   1.2427   1.5082   2.5554  -0.5558   0.7184   0.8194   0.00    0.0
2282 547541   16.262306707  -61.527536230   -25.8859   6  12   1.2297   1.4867   2.5315  -0.5408   0.7081   0.8130   0.00    0.0
2282 547542   16.262306756  -61.527536201   -25.8630   6  12   1.2171   1.4661   2.5082  -0.5265   0.6981   0.8067   0.00    0.0
2282 547543   16.262306757  -61.527536193   -25.8305   6  12   1.2049   1.4463   2.4854  -0.5129   0.6885   0.8005   0.00    0.0
2282 547544   16.262306667  -61.527536276   -25.8285   6  13   1.1920   1.4257   2.4609  -0.5032   0.6739   0.7911   0.00    0.0
2282 547545   16.262306626  -61.527536310   -25.8124   6  13   1.1794   1.4060   2.4364  -0.4943   0.6594   0.7810   0.00    0.0
2282 547546   16.262306621  -61.527536305   -25.8065   6  13   1.1672   1.3872   2.4130  -0.4856   0.6460   0.7719   0.00    0.0
2282 547547   16.262306558  -61.527536316   -25.7977   6  13   1.1555   1.3691   2.3904  -0.4772   0.6331   0.7631   0.00    0.0
2282 547548   16.262306519  -61.527536378   -25.8051   6  13   1.1442   1.3517   2.3684  -0.4691   0.6208   0.7546   0.00    0.0
2282 547549   16.262306497  -61.527536406   -25.8105   6  13   1.1331   1.3349   2.3469  -0.4614   0.6090   0.7463   0.00    0.0
2282 547550   16.262306482  -61.527536456   -25.8175   6  13   1.1224   1.3188   2.3259  -0.4541   0.5976   0.7383   0.00    0.0
2282 547551   16.262306491  -61.527536485   -25.8214   6  13   1.1120   1.3032   2.3055  -0.4470   0.5865   0.7304   0.00    0.0
2282 547552   16.262306481  -61.527536474   -25.8227   6  13   1.1018   1.2882   2.2855  -0.4403   0.5759   0.7227   0.00    0.0
2282 547553   16.262306440  -61.527536412   -25.8317   6  13   1.0919   1.2737   2.2659  -0.4338   0.5655   0.7152   0.00    0.0
2282 547554   16.262306435  -61.527536411   -25.8393   6  13   1.0822   1.2597   2.2468  -0.4276   0.5555   0.7078   0.00    0.0
2282 547555   16.262306422  -61.527536449   -25.8463   6  13   1.0728   1.2461   2.2282  -0.4216   0.5458   0.7006   0.00    0.0
2282 547556   16.262306430  -61.527536470   -25.8490   6  13   1.0636   1.2330   2.2099  -0.4159   0.5364   0.6935   0.00    0.0
2282 547557   16.262306457  -61.527536515   -25.8334   6  13   1.0546   1.2202   2.1919  -0.4104   0.5272   0.6866   0.00    0.0
2282 547558   16.262306509  -61.527536534   -25.8221   6  13   1.0458   1.2079   2.1744  -0.4051   0.5183   0.6798   0.00    0.0
2282 547559   16.262306532  -61.527536547   -25.8126   6  13   1.0373   1.1959   2.1572  -0.3999   0.5096   0.6732   0.00    0.0
2282 547560   16.262306568  -61.527536619   -25.8019   6  13   1.0289   1.1843   2.1403  -0.3950   0.5012   0.6666   0.00    0.0
2282 547561   16.262306601  -61.527536634   -25.7876   6  13   1.0207   1.1730   2.1238  -0.3903   0.4929   0.6602   0.00    0.0
2282 547562   16.262306632  -61.527536710   -25.7704   6  13   1.0127   1.1620   2.1076  -0.3857   0.4849   0.6539   0.00    0.0
2282 547563   16.262306674  -61.527536775   -25.7594   6  13   1.0048   1.1513   2.0916  -0.3813   0.4770   0.6477   0.00    0.0
2282 547564   16.262306685  -61.527536848   -25.7567   6  13   0.9971   1.1409   2.0760  -0.3770   0.4693   0.6417   0.00    0.0
2282 547565   16.262306700  -61.527536954   -25.7488   6  13   0.9896   1.1307   2.0607  -0.3729   0.4618   0.6357   0.00    0.0
2282 547566   16.262306714  -61.527537044   -25.7468   6  13   0.9822   1.1209   2.0456  -0.3689   0.4545   0.6298   0.00    0.0
2282 547567   16.262306739  -61.527537097   -25.7487   6  13   0.9750   1.1113   2.0308  -0.3651   0.4473   0.6241   0.00    0.0
2282 547568   16.262306740  -61.527537137   -25.7532   6  13   0.9679   1.1019   2.0162  -0.3613   0.4403   0.6184   0.00    0.0
2282 547569   16.262306741  -61.527537219   -25.7549   6  13   0.9609   1.0927   2.0019  -0.3577   0.4334   0.6128   0.00    0.0
2282 547570   16.262306758  -61.527537252   -25.7551   6  13   0.9541   1.0838   1.9879  -0.3542   0.4266   0.6073   0.00    0.0
2282 547571   16.262306761  -61.527537300   -25.7537   6  13   0.9474   1.0751   1.9740  -0.3509   0.4200   0.6019   0.00    0.0
2282 547572   16.262306770  -61.527537300   -25.7568   6  13   0.9408   1.0666   1.9604  -0.3476   0.4134   0.5966   0.00    0.0
2282 547573   16.262306769  -61.527537295   -25.7649   6  13   0.9344   1.0582   1.9470  -0.3444   0.4070   0.5914   0.00    0.0
2282 547574   16.262306708  -61.527537253   -25.7705   6  13   0.9280   1.0501   1.9339  -0.3413   0.4008   0.5862   0.00    0.0
2282 547575   16.262306681  -61.527537214   -25.7697   6  13   0.9218   1.0422   1.9209  -0.3383   0.3946   0.5812   0.00    0.0
2282 547576   16.262306646  -61.527537204   -25.7771   6  13   0.9157   1.0344   1.9081  -0.3354   0.3885   0.5761   0.00    0.0
2282 547577   16.262306619  -61.527537207   -25.7826   6  13   0.9097   1.0268   1.8956  -0.3326   0.3825   0.5712   0.00    0.0
2282 547578   16.262306586  -61.527537285   -25.7986   6  13   0.9037   1.0193   1.8832  -0.3299   0.3766   0.5664   0.00    0.0
2282 547579   16.262306552  -61.527537329   -25.8101   6  13   0.8979   1.0120   1.8710  -0.3272   0.3708   0.5616   0.00    0.0
2282 547580   16.262306504  -61.527537405   -25.8266   6  13   0.8922   1.0049   1.8590  -0.3246   0.3651   0.5568   0.00    0.0
2282 547581   16.262306426  -61.527537477   -25.8485   6  13   0.8866   0.9979   1.8472  -0.3221   0.3595   0.5522   0.00    0.0
2282 547582   16.262306318  -61.527537544   -25.8695   6  13   0.8810   0.9910   1.8355  -0.3197   0.3540   0.5476   0.00    0.0
2282 547583   16.262306245  -61.527537628   -25.8904   6  13   0.8756   0.9843   1.8240  -0.3173   0.3485   0.5430   0.00    0.0
2282 547584   16.262306173  -61.527537673   -25.9125   6  13   0.8702   0.9777   1.8127  -0.3150   0.3431   0.5386   0.00    0.0
2282 547585   16.262306099  -61.527537676   -25.9297   6  13   0.8649   0.9713   1.8015  -0.3127   0.3377   0.5341   0.00    0.0
2282 547586   16.262306022  -61.527537623   -25.9504   6  13   0.8597   0.9649   1.7905  -0.3106   0.3325   0.5298   0.00    0.0
2282 547587   16.262305969  -61.527537637   -25.9696   6  13   0.8546   0.9587   1.7797  -0.3084   0.3273   0.5255   0.00    0.0
2282 547588   16.262305900  -61.527537657   -25.9834   6  13   0.8495   0.9526   1.7690  -0.3063   0.3221   0.5212   0.00    0.0
2282 547589   16.262305828  -61.527537655   -25.9930   6  13   0.8445   0.9466   1.7584  -0.3043   0.3171   0.5170   0.00    0.0
2282 547590   16.262305752  -61.527537693   -26.0057   6  13   0.8396   0.9407   1.7480  -0.3024   0.3120   0.5129   0.00    0.0
2282 547591   16.262305653  -61.527537751   -26.0219   6  13   0.8348   0.9349   1.7377  -0.3004   0.3070   0.5088   0.00    0.0
2282 547592   16.262305572  -61.527537790   -26.0405   6  13   0.8300   0.9292   1.7276  -0.2986   0.3021   0.5048   0.00    0.0
2282 547593   16.262305511  -61.527537882   -26.0608   6  13   0.8253   0.9236   1.7176  -0.2967   0.2973   0.5008   0.00    0.0
2282 547594   16.262305434  -61.527537919   -26.0812   6  13   0.8206   0.9182   1.7077  -0.2949   0.2924   0.4968   0.00    0.0
2282 547595   16.262305381  -61.527537997   -26.0947   6  13   0.8160   0.9128   1.6979  -0.2932   0.2876   0.4929   0.00    0.0
2282 547596   16.262305332  -61.527538027   -26.1096   6  13   0.8115   0.9075   1.6883  -0.2915   0.2829   0.4891   0.00    0.0
2282 547597   16.262305258  -61.527538089   -26.1207   6  13   0.8071   0.9022   1.6788  -0.2898   0.2782   0.4853   0.00    0.0
2282 547598   16.262305189  -61.527538143   -26.1334   6  13   0.8027   0.8971   1.6694  -0.2882   0.2735   0.4815   0.00    0.0
2282 547599   16.262305146  -61.527538206   -26.1418   6  13   0.7983   0.8920   1.6602  -0.2866   0.2689   0.4778   0.00    0.0
2282 547600   16.262305063  -61.527538209   -26.1466   6  13   0.7940   0.8871   1.6510  -0.2851   0.2643   0.4741   0.00    0.0
2282 547601   16.262304993  -61.527538224   -26.1473   6  13   0.7898   0.8822   1.6420  -0.2836   0.2597   0.4705   0.00    0.0
2282 547602   16.262304962  -61.527538260   -26.1474   6  13   0.7856   0.8774   1.6331  -0.2821   0.2552   0.4669   0.00    0.0
2282 547603   16.262304932  -61.527538264   -26.1463   6  13   0.7815   0.8726   1.6242  -0.2806   0.2507   0.4634   0.00    0.0
2282 547604   16.262304883  -61.527538272   -26.1485   6  13   0.7774   0.8680   1.6155  -0.2792   0.2462   0.4599   0.00    0.0
2282 547605   16.262304842  -61.527538294   -26.1595   6  13   0.7733   0.8634   1.6069  -0.2778   0.2418   0.4564   0.00    0.0
2282 547606   16.262304813  -61.527538296   -26.1649   6  13   0.7694   0.8588   1.5984  -0.2765   0.2373   0.4530   0.00    0.0
2282 547607   16.262304776  -61.527538289   -26.1662   6  13   0.7654   0.8544   1.5900  -0.2751   0.2329   0.4496   0.00    0.0
2282 547608   16.262304742  -61.527538278   -26.1722   6  13   0.7615   0.8500   1.5817  -0.2738   0.2285   0.4462   0.00    0.0
2282 547609   16.262304711  -61.527538221   -26.1765   6  13   0.7577   0.8456   1.5735  -0.2726   0.2242   0.4429   0.00    0.0
2282 547610   16.262304684  -61.527538148   -26.1809   6  13   0.7539   0.8414   1.5654  -0.2713   0.2198   0.4396   0.00    0.0
2282 547611   16.262304642  -61.527538101   -26.1907   6  13   0.7501   0.8372   1.5574  -0.2701   0.2154   0.4363   0.00    0.0
2282 547612   16.262304606  -61.527538010   -26.2029   6  13   0.7464   0.8330   1.5495  -0.2689   0.2111   0.4331   0.00    0.0
2282 547613   16.262304564  -61.527537940   -26.2116   6  13   0.7427   0.8289   1.5416  -0.2677   0.2068   0.4300   0.00    0.0
2282 547614   16.262304511  -61.527537890   -26.2133   6  13   0.7391   0.8249   1.5339  -0.2666   0.2024   0.4268   0.00    0.0
2282 547615   16.262304450  -61.527537831   -26.2176   6  13   0.7355   0.8209   1.5262  -0.2655   0.1981   0.4237   0.00    0.0
2282 547616   16.262304386  -61.527537800   -26.2194   6  13   0.7320   0.8170   1.5187  -0.2644   0.1938   0.4206   0.00    0.0
2282 547617   16.262304328  -61.527537729   -26.2239   6  13   0.7284   0.8131   1.5112  -0.2633   0.1895   0.4176   0.00    0.0
2282 547618   16.262304302  -61.527537688   -26.2251   6  13   0.7250   0.8093   1.5038  -0.2622   0.1851   0.4146   0.00    0.0
2282 547619   16.262304270  -61.527537641   -26.2206   6  13   0.7215   0.8055   1.4965  -0.2612   0.1808   0.4116   0.00    0.0
2282 547620   16.262304254  -61.527537598   -26.2206   6  13   0.7181   0.8018   1.4892  -0.2602   0.1765   0.4086   0.00    0.0
2282 547621   16.262304217  -61.527537550   -26.2144   6  13   0.7147   0.7981   1.4821  -0.2592   0.1721   0.4057   0.00    0.0
2282 547622   16.262304212  -61.527537509   -26.2097   6  13   0.7114   0.7945   1.4750  -0.2582   0.1677   0.4028   0.00    0.0
2282 547623   16.262304200  -61.527537502   -26.2090   6  13   0.7081   0.7909   1.4680  -0.2572   0.1633   0.4000   0.00    0.0
2282 547624   16.262304198  -61.527537466   -26.2044   6  13   0.7048   0.7873   1.4610  -0.2563   0.1589   0.3971   0.00    0.0
2282 547625   16.262304184  -61.527537472   -26.1989   6  13   0.7016   0.7839   1.4542  -0.2553   0.1544   0.3943   0.00    0.0
2282 547626   16.262304154  -61.527537471   -26.1910   6  13   0.6984   0.7804   1.4474  -0.2544   0.1499   0.3915   0.00    0.0
2282 547627   16.262304161  -61.527537450   -26.1842   6  13   0.6952   0.7770   1.4407  -0.2535   0.1454   0.3888   0.00    0.0
2282 547628   16.262304181  -61.527537442   -26.1752   6  13   0.6921   0.7736   1.4340  -0.2526   0.1408   0.3861   0.00    0.0
2282 547629   16.262304200  -61.527537443   -26.1722   6  13   0.6890   0.7703   1.4275  -0.2518   0.1361   0.3834   0.00    0.0
2282 547630   16.262304209  -61.527537399   -26.1650   6  13   0.6859   0.7670   1.4210  -0.2509   0.1314   0.3807   0.00    0.0
2282 547631   16.262304213  -61.527537350   -26.1666   6  13   0.6828   0.7638   1.4145  -0.2501   0.1266   0.3781   0.00    0.0
2282 547632   16.262304223  -61.527537326   -26.1591   6  13   0.6798   0.7606   1.4081  -0.2492   0.1218   0.3755   0.00    0.0
2282 547633   16.262304215  -61.527537296   -26.1544   6  13   0.6768   0.7574   1.4018  -0.2484   0.1168   0.3729   0.00    0.0
2282 547634   16.262304224  -61.527537229   -26.1498   6  13   0.6739   0.7542   1.3956  -0.2476   0.1117   0.3703   0.00    0.0
2282 547635   16.262304221  -61.527537232   -26.1428   6  13   0.6709   0.7511   1.3894  -0.2468   0.1065   0.3678   0.00    0.0
2282 547636   16.262304224  -61.527537200   -26.1425   6  13   0.6680   0.7481   1.3833  -0.2461   0.1011   0.3653   0.00    0.0
2282 547637   16.262304181  -61.527537173   -26.1357   6  13   0.6651   0.7450   1.3772  -0.2453   0.0956   0.3628   0.00    0.0
2282 547638   16.262304191  -61.527537124   -26.1340   6  13   0.6623   0.7421   1.3712  -0.2445   0.0898   0.3604   0.00    0.0
2282 547639   16.262304173  -61.527537067   -26.1277   6  13   0.6594   0.7391   1.3653  -0.2438   0.0837   0.3579   0.00    0.0
2282 547640   16.262304151  -61.527537027   -26.1188   6  13   0.6566   0.7362   1.3594  -0.2431   0.0773   0.3555   0.00    0.0
2282 547641   16.262304143  -61.527536985   -26.1081   6  13   0.6538   0.7333   1.3536  -0.2424   0.0705   0.3531   0.00    0.0
2282 547642   16.262304126  -61.527536956   -26.1008   6  13   0.6511   0.7304   1.3478  -0.2417   0.0631   0.3508   0.00    0.0
2282 547643   16.262304078  -61.527536910   -26.0945   6  13   0.6484   0.7276   1.3421  -0.2410   0.0548   0.3484   0.00    0.0
2282 547644   16.262304060  -61.527536870   -26.0923   6  13   0.6456   0.7247   1.3364  -0.2403   0.0453   0.3461   0.00    0.0
2282 547645   16.262304060  -61.527536839   -26.0808   6  13   0.6430   0.7220   1.3308  -0.2396   0.0335   0.3438   0.00    0.0
2282 547646   16.262304027  -61.527536747   -26.0793   6  13   0.6403   0.7192   1.3252  -0.2389   0.0143   0.3415   0.00    0.0
2282 547647   16.262303998  -61.527536721   -26.0754   6  13   0.6377   0.7165   1.3197  -0.2383  -0.0263   0.3393   0.00    0.0
2282 547648   16.262303992  -61.527536699   -26.0663   6  13   0.6350   0.7138   1.3143  -0.2376  -0.0397   0.3371   0.00    0.0
2282 547649   16.262303936  -61.527536659   -26.0637   6  13   0.6324   0.7112   1.3089  -0.2370  -0.0494   0.3349   0.00    0.0
2282 547650   16.262303931  -61.527536658   -26.0619   6  13   0.6299   0.7085   1.3035  -0.2364  -0.0573   0.3327   0.00    0.0
2282 547651   16.262303941  -61.527536646   -26.0603   6  13   0.6273   0.7059   1.2982  -0.2357  -0.0642   0.3305   0.00    0.0
2282 547652   16.262303943  -61.527536631   -26.0614   6  13   0.6248   0.7033   1.2929  -0.2351  -0.0702   0.3284   0.00    0.0
2282 547653   16.262303938  -61.527536608   -26.0557   6  13   0.6223   0.7008   1.2877  -0.2345  -0.0757   0.3262   0.00    0.0
2282 547654   16.262303923  -61.527536593   -26.0501   6  13   0.6198   0.6982   1.2825  -0.2339  -0.0807   0.3241   0.00    0.0
2282 547655   16.262303932  -61.527536570   -26.0416   6  13   0.6173   0.6957   1.2774  -0.2333  -0.0853   0.3220   0.00    0.0
2282 547656   16.262303903  -61.527536570   -26.0353   6  13   0.6148   0.6932   1.2723  -0.2328  -0.0897   0.3200   0.00    0.0
2282 547657   16.262303881  -61.527536553   -26.0209   6  13   0.6124   0.6908   1.2673  -0.2322  -0.0937   0.3179   0.00    0.0
2282 547658   16.262303825  -61.527536501   -26.0174   6  13   0.6100   0.6884   1.2623  -0.2316  -0.0975   0.3159   0.00    0.0
2282 547659   16.262303779  -61.527536477   -26.0130   6  13   0.6076   0.6859   1.2574  -0.2311  -0.1011   0.3139   0.00    0.0
2282 547660   16.262303758  -61.527536441   -26.0148   6  13   0.6052   0.6836   1.2525  -0.2305  -0.1045   0.3119   0.00    0.0
2282 547661   16.262303736  -61.527536398   -26.0141   6  13   0.6029   0.6812   1.2476  -0.2300  -0.1077   0.3100   0.00    0.0
2282 547662   16.262303723  -61.527536374   -26.0104   6  13   0.6005   0.6788   1.2428  -0.2294  -0.1108   0.3080   0.00    0.0
2282 547663   16.262303705  -61.527536299   -26.0057   6  13   0.5982   0.6765   1.2380  -0.2289  -0.1137   0.3061   0.00    0.0
2282 547664   16.262303705  -61.527536264   -26.0072   6  13   0.5959   0.6742   1.2333  -0.2284  -0.1165   0.3042   0.00    0.0
2282 547665   16.262303708  -61.527536207   -26.0014   6  13   0.5936   0.6719   1.2285  -0.2278  -0.1192   0.3023   0.00    0.0
2282 547666   16.262303715  -61.527536166   -26.0019   6  13   0.5913   0.6697   1.2239  -0.2273  -0.1218   0.3004   0.00    0.0
2282 547667   16.262303700  -61.527536128   -25.9967   6  13   0.5891   0.6674   1.2193  -0.2268  -0.1243   0.2985   0.00    0.0
2282 547668   16.262303682  -61.527536069   -25.9951   6  13   0.5869   0.6652   1.2147  -0.2263  -0.1267   0.2967   0.00    0.0
2282 547669   16.262303697  -61.527536040   -25.9892   6  13   0.5846   0.6630   1.2101  -0.2258  -0.1290   0.2949   0.00    0.0
2282 547670   16.262303668  -61.527536005   -25.9855   6  13   0.5824   0.6609   1.2056  -0.2253  -0.1312   0.2930   0.00    0.0
2282 547671   16.262303651  -61.527535944   -25.9867   6  13   0.5802   0.6587   1.2011  -0.2248  -0.1333   0.2913   0.00    0.0
2282 547672   16.262303613  -61.527535932   -25.9798   6  13   0.5781   0.6566   1.1967  -0.2243  -0.1354   0.2895   0.00    0.0
2282 547673   16.262303566  -61.527535919   -25.9795   6  13   0.5759   0.6544   1.1922  -0.2239  -0.1374   0.2877   0.00    0.0
2282 547674   16.262303545  -61.527535876   -25.9708   6  13   0.5738   0.6523   1.1879  -0.2234  -0.1393   0.2860   0.00    0.0
